,fips_code,state_id,county_name,state_name
153,48085,TX,Collin,Texas
154,22017,LA,Caddo,Louisiana
155,19163,IA,Scott,Iowa
156,48303,TX,Lubbock,Texas
158,18141,IN,St. Joseph,Indiana
161,17201,IL,Winnebago,Illinois
162,42011,PA,Berks,Pennsylvania
163,41039,OR,Lane,Oregon
164,37129,NC,New Hanover,North Carolina
167,41047,OR,Marion,Oregon
168,48027,TX,Bell,Texas
169,17097,IL,Lake,Illinois
170,13215,GA,Muscogee,Georgia
172,53005,WA,Benton,Washington
173,12103,FL,Pinellas,Florida
174,12073,FL,Leon,Florida
175,48479,TX,Webb,Texas
177,17143,IL,Peoria,Illinois
178,1101,AL,Montgomery,Alabama
179,51550,VA,Chesapeake,Virginia
181,42133,PA,York,Pennsylvania
182,33011,NH,Hillsborough,New Hampshire
185,22055,LA,Lafayette,Louisiana
186,51710,VA,Norfolk,Virginia
187,51013,VA,Arlington,Virginia
188,55087,WI,Outagamie,Wisconsin
189,72005,PR,Aguadilla,Puerto Rico
190,45091,SC,York,South Carolina
192,38017,ND,Cass,North Dakota
193,28047,MS,Harrison,Mississippi
194,53035,WA,Kitsap,Washington
195,55009,WI,Brown,Wisconsin
198,12127,FL,Volusia,Florida
200,12001,FL,Alachua,Florida
202,53053,WA,Pierce,Washington
203,51770,VA,Roanoke,Virginia
204,48061,TX,Cameron,Texas
205,48041,TX,Brazos,Texas
206,53067,WA,Thurston,Washington
207,47125,TN,Montgomery,Tennessee
208,36119,NY,Westchester,New York
211,23005,ME,Cumberland,Maine
213,37035,NC,Catawba,North Carolina
214,48375,TX,Potter,Texas
215,46099,SD,Minnehaha,South Dakota
216,18163,IN,Vanderburgh,Indiana
217,54011,WV,Cabell,West Virginia
218,9140,CT,Naugatuck Valley,Connecticut
220,39093,OH,Lorain,Ohio
221,26077,MI,Kalamazoo,Michigan
222,48167,TX,Galveston,Texas
223,45083,SC,Spartanburg,South Carolina
224,6083,CA,Santa Barbara,California
228,20091,KS,Johnson,Kansas
230,48309,TX,McLennan,Texas
231,24043,MD,Washington,Maryland
233,16027,ID,Canyon,Idaho
235,19113,IA,Linn,Iowa
236,53011,WA,Clark,Washington
238,12083,FL,Marion,Florida
239,42049,PA,Erie,Pennsylvania
240,51700,VA,Newport News,Virginia
241,24021,MD,Frederick,Maryland
242,47149,TN,Rutherford,Tennessee
243,12011,FL,Broward,Florida
244,17089,IL,Kane,Illinois
246,9190,CT,Western Connecticut,Connecticut
247,12053,FL,Hernando,Florida
248,37071,NC,Gaston,North Carolina
249,6053,CA,Monterey,California
250,51630,VA,Fredericksburg,Virginia
253,13139,GA,Hall,Georgia
261,12005,FL,Bay,Florida
262,6095,CA,Solano,California
264,41029,OR,Jackson,Oregon
265,72021,PR,Bayamón,Puerto Rico
267,6087,CA,Santa Cruz,California
269,9180,CT,Southeastern Connecticut,Connecticut
270,26121,MI,Muskegon,Michigan
271,12069,FL,Lake,Florida
273,1125,AL,Tuscaloosa,Alabama
274,6107,CA,Tulare,California
275,53061,WA,Snohomish,Washington
276,6047,CA,Merced,California
278,18157,IN,Tippecanoe,Indiana
279,17167,IL,Sangamon,Illinois
281,34031,NJ,Passaic,New Jersey
282,51510,VA,Alexandria,Virginia
283,13021,GA,Bibb,Georgia
284,36007,NY,Broome,New York
285,8059,CO,Jefferson,Colorado
286,20209,KS,Wyandotte,Kansas
287,48135,TX,Ector,Texas
289,25005,MA,Bristol,Massachusetts
291,26125,MI,Oakland,Michigan
293,22019,LA,Calcasieu,Louisiana
296,17197,IL,Will,Illinois
297,17019,IL,Champaign,Illinois
301,18039,IN,Elkhart,Indiana
302,17043,IL,DuPage,Illinois
303,49053,UT,Washington,Utah
304,6061,CA,Placer,California
305,20177,KS,Shawnee,Kansas
306,37001,NC,Alamance,North Carolina
307,13153,GA,Houston,Georgia
311,13059,GA,Clarke,Georgia
312,22109,LA,Terrebonne,Louisiana
313,29019,MO,Boone,Missouri
316,8001,CO,Adams,Colorado
317,8123,CO,Weld,Colorado
318,48245,TX,Jefferson,Texas
319,35013,NM,Doña Ana,New Mexico
320,48329,TX,Midland,Texas
321,22051,LA,Jefferson,Louisiana
322,72031,PR,Carolina,Puerto Rico
325,26099,MI,Macomb,Michigan
326,8077,CO,Mesa,Colorado
327,48423,TX,Smith,Texas
329,51650,VA,Hampton,Virginia
330,17113,IL,McLean,Illinois
331,34039,NJ,Union,New Jersey
333,4027,AZ,Yuma,Arizona
336,16055,ID,Kootenai,Idaho
339,6101,CA,Sutter,California
340,53077,WA,Yakima,Washington
342,55101,WI,Racine,Wisconsin
343,47179,TN,Washington,Tennessee
344,30111,MT,Yellowstone,Montana
345,19103,IA,Johnson,Iowa
346,10001,DE,Kent,Delaware
347,53073,WA,Whatcom,Washington
348,54039,WV,Kanawha,West Virginia
349,51680,VA,Lynchburg,Virginia
351,40027,OK,Cleveland,Oklahoma
352,37147,NC,Pitt,North Carolina
354,5131,AR,Sebastian,Arkansas
355,48441,TX,Taylor,Texas
356,72013,PR,Arecibo,Puerto Rico
358,48039,TX,Brazoria,Texas
360,55059,WI,Kenosha,Wisconsin
362,50007,VT,Chittenden,Vermont
364,24017,MD,Charles,Maryland
366,27109,MN,Olmsted,Minnesota
367,49005,UT,Cache,Utah
371,48491,TX,Williamson,Texas
372,8101,CO,Pueblo,Colorado
375,27137,MN,St. Louis,Minnesota
376,48339,TX,Montgomery,Texas
377,8013,CO,Boulder,Colorado
379,25017,MA,Middlesex,Massachusetts
380,12099,FL,Palm Beach,Florida
383,6089,CA,Shasta,California
385,22073,LA,Ouachita,Louisiana
386,36065,NY,Oneida,New York
387,27145,MN,Stearns,Minnesota
388,22103,LA,St. Tammany,Louisiana
393,26145,MI,Saginaw,Michigan
396,72113,PR,Ponce,Puerto Rico
404,19013,IA,Black Hawk,Iowa
407,48183,TX,Gregg,Texas
408,37133,NC,Onslow,North Carolina
410,41017,OR,Deschutes,Oregon
413,19193,IA,Woodbury,Iowa
418,48157,TX,Fort Bend,Texas
419,6007,CA,Butte,California
420,55035,WI,Eau Claire,Wisconsin
422,16019,ID,Bonneville,Idaho
424,18105,IN,Monroe,Indiana
431,41067,OR,Washington,Oregon
432,24027,MD,Howard,Maryland
438,1081,AL,Lee,Alabama
440,26139,MI,Ottawa,Michigan
441,25023,MA,Plymouth,Massachusetts
442,35043,NM,Sandoval,New Mexico
443,6081,CA,San Mateo,California
446,51540,VA,Charlottesville,Virginia
449,48485,TX,Wichita,Texas
455,8035,CO,Douglas,Colorado
456,47163,TN,Sullivan,Tennessee
457,4021,AZ,Pinal,Arizona
458,25021,MA,Norfolk,Massachusetts
460,25009,MA,Essex,Massachusetts
461,48451,TX,Tom Green,Texas
463,21227,KY,Warren,Kentucky
465,18057,IN,Hamilton,Indiana
466,38015,ND,Burleigh,North Dakota
471,12109,FL,St. Johns,Florida
474,51740,VA,Portsmouth,Virginia
477,33015,NH,Rockingham,New Hampshire
479,20045,KS,Douglas,Kansas
484,51830,VA,Williamsburg,Virginia
485,51800,VA,Suffolk,Virginia
487,55063,WI,La Crosse,Wisconsin
492,4025,AZ,Yavapai,Arizona
493,39017,OH,Butler,Ohio
495,72125,PR,San Germán,Puerto Rico
496,35049,NM,Santa Fe,New Mexico
498,72097,PR,Mayagüez,Puerto Rico
499,48091,TX,Comal,Texas
506,29183,MO,St. Charles,Missouri
508,12035,FL,Flagler,Florida
510,40031,OK,Comanche,Oklahoma
515,45041,SC,Florence,South Carolina
516,29097,MO,Jasper,Missouri
517,24031,MD,Montgomery,Maryland
525,30063,MT,Missoula,Montana
529,18035,IN,Delaware,Indiana
530,46103,SD,Pennington,South Dakota
535,51840,VA,Winchester,Virginia
539,17115,IL,Macon,Illinois
541,34011,NJ,Cumberland,New Jersey
550,6055,CA,Napa,California
553,18095,IN,Madison,Indiana
554,47187,TN,Williamson,Tennessee
557,13095,GA,Dougherty,Georgia
559,42027,PA,Centre,Pennsylvania
561,44003,RI,Kent,Rhode Island
562,26075,MI,Jackson,Michigan
569,24045,MD,Wicomico,Maryland
570,54061,WV,Monongalia,West Virginia
572,49011,UT,Davis,Utah
573,39023,OH,Clark,Ohio
575,1077,AL,Lauderdale,Alabama
577,6039,CA,Madera,California
580,18167,IN,Vigo,Indiana
582,4005,AZ,Coconino,Arizona
585,39089,OH,Licking,Ohio
587,1015,AL,Calhoun,Alabama
588,48037,TX,Bowie,Texas
591,26147,MI,St. Clair,Michigan
594,12119,FL,Sumter,Florida
598,17119,IL,Madison,Illinois
601,5031,AR,Craighead,Arkansas
603,26025,MI,Calhoun,Michigan
605,56021,WY,Laramie,Wyoming
606,42075,PA,Lebanon,Pennsylvania
609,6113,CA,Yolo,California
610,21093,KY,Hardin,Kentucky
613,18089,IN,Lake,Indiana
614,53021,WA,Franklin,Washington
617,22079,LA,Rapides,Louisiana
618,12115,FL,Sarasota,Florida
623,42095,PA,Northampton,Pennsylvania
624,28035,MS,Forrest,Mississippi
628,53007,WA,Chelan,Washington
631,22105,LA,Tangipahoa,Louisiana
632,13185,GA,Lowndes,Georgia
633,21059,KY,Daviess,Kentucky
635,27163,MN,Washington,Minnesota
637,29021,MO,Buchanan,Missouri
639,33017,NH,Strafford,New Hampshire
641,36091,NY,Saratoga,New York
642,16005,ID,Bannock,Idaho
643,55139,WI,Winnebago,Wisconsin
647,8014,CO,Broomfield,Colorado
648,51153,VA,Prince William,Virginia
651,72025,PR,Caguas,Puerto Rico
654,55117,WI,Sheboygan,Wisconsin
655,39139,OH,Richland,Ohio
656,36113,NY,Warren,New York
660,51660,VA,Harrisonburg,Virginia
661,1069,AL,Houston,Alabama
662,47011,TN,Bradley,Tennessee
663,47113,TN,Madison,Tennessee
665,51059,VA,Fairfax,Virginia
666,42013,PA,Blair,Pennsylvania
668,34007,NJ,Camden,New Jersey
674,24003,MD,Anne Arundel,Maryland
675,51121,VA,Montgomery,Virginia
676,55073,WI,Marathon,Wisconsin
677,45085,SC,Sumter,South Carolina
678,55105,WI,Rock,Wisconsin
679,13127,GA,Glynn,Georgia
681,10003,DE,New Castle,Delaware
682,55133,WI,Waukesha,Wisconsin
683,2090,AK,Fairbanks North Star,Alaska
684,27037,MN,Dakota,Minnesota
687,47119,TN,Maury,Tennessee
689,38035,ND,Grand Forks,North Dakota
691,72061,PR,Guaynabo,Puerto Rico
692,6079,CA,San Luis Obispo,California
696,27003,MN,Anoka,Minnesota
698,5007,AR,Benton,Arkansas
700,48181,TX,Grayson,Texas
702,5045,AR,Faulkner,Arkansas
705,18091,IN,LaPorte,Indiana
711,12101,FL,Pasco,Florida
713,13313,GA,Whitfield,Georgia
714,19061,IA,Dubuque,Iowa
715,36093,NY,Schenectady,New York
719,6031,CA,Kings,California
727,48209,TX,Hays,Texas
728,30013,MT,Cascade,Montana
732,53015,WA,Cowlitz,Washington
733,41003,OR,Benton,Oregon
736,53057,WA,Skagit,Washington
737,56025,WY,Natrona,Wyoming
738,19169,IA,Story,Iowa
742,24005,MD,Baltimore,Maryland
744,47063,TN,Hamblen,Tennessee
745,72075,PR,Juana Díaz,Puerto Rico
746,17091,IL,Kankakee,Illinois
747,72053,PR,Fajardo,Puerto Rico
751,26017,MI,Bay,Michigan
752,48469,TX,Victoria,Texas
755,54107,WV,Wood,West Virginia
758,30031,MT,Gallatin,Montana
759,36103,NY,Suffolk,New York
768,12015,FL,Charlotte,Florida
770,18081,IN,Johnson,Indiana
772,31153,NE,Sarpy,Nebraska
779,22015,LA,Bossier,Louisiana
784,19155,IA,Pottawattamie,Iowa
794,47165,TN,Sumner,Tennessee
797,13067,GA,Cobb,Georgia
799,12117,FL,Seminole,Florida
805,6041,CA,Marin,California
821,18067,IN,Howard,Indiana
823,13089,GA,DeKalb,Georgia
827,37135,NC,Orange,North Carolina
836,32510,NV,Carson City,Nevada
839,24033,MD,Prince George's,Maryland
845,1103,AL,Morgan,Alabama
849,4015,AZ,Mohave,Arizona
850,24025,MD,Harford,Maryland
859,41043,OR,Linn,Oregon
866,12081,FL,Manatee,Florida
867,34023,NJ,Middlesex,New Jersey
879,28033,MS,DeSoto,Mississippi
885,20161,KS,Riley,Kansas
887,37127,NC,Nash,North Carolina
908,31079,NE,Hall,Nebraska
915,16083,ID,Twin Falls,Idaho
916,29189,MO,St. Louis,Missouri
925,36083,NY,Rensselaer,New York
927,42017,PA,Bucks,Pennsylvania
930,40047,OK,Garfield,Oklahoma
933,18005,IN,Bartholomew,Indiana
934,45035,SC,Dorchester,South Carolina
935,36059,NY,Nassau,New York
945,37097,NC,Iredell,North Carolina
949,18019,IN,Clark,Indiana
963,6017,CA,El Dorado,California
965,48251,TX,Johnson,Texas
971,40119,OK,Payne,Oklahoma
973,36063,NY,Niagara,New York
975,51107,VA,Loudoun,Virginia
978,9130,CT,Lower Connecticut River Valley,Connecticut
980,51087,VA,Henrico,Virginia
982,38101,ND,Ward,North Dakota
983,35005,NM,Chaves,New Mexico
987,48397,TX,Rockwall,Texas
988,37195,NC,Wilson,North Carolina
992,15001,HI,Hawaii,Hawaii
996,39085,OH,Lake,Ohio
1004,20169,KS,Saline,Kansas
1005,39057,OH,Greene,Ohio
1008,35045,NM,San Juan,New Mexico
1010,48471,TX,Walker,Texas
1015,45015,SC,Berkeley,South Carolina
1019,34003,NJ,Bergen,New Jersey
1029,4003,AZ,Cochise,Arizona
1042,32023,NV,Nye,Nevada
1047,55039,WI,Fond du Lac,Wisconsin
1049,27013,MN,Blue Earth,Minnesota
1050,27027,MN,Clay,Minnesota
1054,6025,CA,Imperial,California
1055,27139,MN,Scott,Minnesota
1056,42079,PA,Luzerne,Pennsylvania
1061,33013,NH,Merrimack,New Hampshire
1062,25003,MA,Berkshire,Massachusetts
1072,72139,PR,Trujillo Alto,Puerto Rico
1083,13077,GA,Coweta,Georgia
1085,29051,MO,Cole,Missouri
1086,51683,VA,Manassas,Virginia
1091,51590,VA,Danville,Virginia
1094,17161,IL,Rock Island,Illinois
1096,26111,MI,Midland,Michigan
1102,17163,IL,St. Clair,Illinois
1103,13135,GA,Gwinnett,Georgia
1104,6069,CA,San Benito,California
1106,39041,OH,Delaware,Ohio
1108,48139,TX,Ellis,Texas
1119,5069,AR,Jefferson,Arkansas
1127,21117,KY,Kenton,Kentucky
1135,17037,IL,DeKalb,Illinois
1137,39045,OH,Fairfield,Ohio
1139,17111,IL,McHenry,Illinois
1140,41005,OR,Clackamas,Oregon
1142,39063,OH,Hancock,Ohio
1146,37179,NC,Union,North Carolina
1154,20155,KS,Reno,Kansas
1160,29031,MO,Cape Girardeau,Missouri
1161,35025,NM,Lea,New Mexico
1165,47189,TN,Wilson,Tennessee
1169,17001,IL,Adams,Illinois
1176,39155,OH,Trumbull,Ohio
1178,41033,OR,Josephine,Oregon
1185,12113,FL,Santa Rosa,Florida
1188,16065,ID,Madison,Idaho
1198,34001,NJ,Atlantic,New Jersey
1199,35009,NM,Curry,New Mexico
1200,13113,GA,Fayette,Georgia
1201,1113,AL,Russell,Alabama
1203,51085,VA,Hanover,Virginia
1208,1001,AL,Autauga,Alabama
1211,5051,AR,Garland,Arkansas
1215,28081,MS,Lee,Mississippi
1223,18127,IN,Porter,Indiana
1224,45013,SC,Beaufort,South Carolina
1228,13115,GA,Floyd,Georgia
1230,18043,IN,Floyd,Indiana
1231,23001,ME,Androscoggin,Maine
1234,21209,KY,Scott,Kentucky
1235,13073,GA,Columbia,Georgia
1238,40147,OK,Washington,Oklahoma
1241,20103,KS,Leavenworth,Kansas
1246,40101,OK,Muskogee,Oklahoma
1258,48099,TX,Coryell,Texas
1259,49045,UT,Tooele,Utah
1271,39101,OH,Marion,Ohio
1276,49021,UT,Iron,Utah
1279,42091,PA,Montgomery,Pennsylvania
1285,18177,IN,Wayne,Indiana
1288,39003,OH,Allen,Ohio
1291,9160,CT,Northwest Hills,Connecticut
1296,37159,NC,Rowan,North Carolina
1303,5125,AR,Saline,Arkansas
1304,39103,OH,Medina,Ohio
1306,13097,GA,Douglas,Georgia
1310,13057,GA,Cherokee,Georgia
1314,18063,IN,Hendricks,Indiana
1316,28075,MS,Lauderdale,Mississippi
1317,47141,TN,Putnam,Tennessee
1321,21151,KY,Madison,Kentucky
1324,17093,IL,Kendall,Illinois
1327,39165,OH,Warren,Ohio
1330,13179,GA,Liberty,Georgia
1332,48465,TX,Val Verde,Texas
1335,30093,MT,Silver Bow,Montana
1338,55071,WI,Manitowoc,Wisconsin
1342,41071,OR,Yamhill,Oregon
1344,36071,NY,Orange,New York
1348,16069,ID,Nez Perce,Idaho
1352,22005,LA,Ascension,Louisiana
1354,48005,TX,Angelina,Texas
1365,1055,AL,Etowah,Alabama
1366,53071,WA,Walla Walla,Washington
1367,36087,NY,Rockland,New York
1368,31019,NE,Buffalo,Nebraska
1376,37191,NC,Wayne,North Carolina
1380,1117,AL,Shelby,Alabama
1387,51730,VA,Petersburg,Virginia
1391,13031,GA,Bulloch,Georgia
1392,56005,WY,Campbell,Wyoming
1397,42045,PA,Delaware,Pennsylvania
1408,48187,TX,Guadalupe,Texas
1411,30049,MT,Lewis and Clark,Montana
1423,48367,TX,Parker,Texas
1425,48347,TX,Nacogdoches,Texas
1426,2110,AK,Juneau,Alaska
1428,17179,IL,Tazewell,Illinois
1429,21015,KY,Boone,Kentucky
1432,45003,SC,Aiken,South Carolina
1434,53075,WA,Whitman,Washington
1436,34025,NJ,Monmouth,New Jersey
1439,47009,TN,Blount,Tennessee
1442,35015,NM,Eddy,New Mexico
1444,56001,WY,Albany,Wyoming
1445,23019,ME,Penobscot,Maine
1448,55131,WI,Washington,Wisconsin
1454,47001,TN,Anderson,Tennessee
1459,40125,OK,Pottawatomie,Oklahoma
1460,37049,NC,Craven,North Carolina
1462,36109,NY,Tompkins,New York
1463,21113,KY,Jessamine,Kentucky
1468,13285,GA,Troup,Georgia
1476,21047,KY,Christian,Kentucky
1478,35035,NM,Otero,New Mexico
1481,12019,FL,Clay,Florida
1487,18011,IN,Boone,Indiana
1506,37105,NC,Lee,North Carolina
1507,24013,MD,Carroll,Maryland
1509,29047,MO,Clay,Missouri
1514,39173,OH,Wood,Ohio
1520,12061,FL,Indian River,Florida
1523,17095,IL,Knox,Illinois
1534,5055,AR,Greene,Arkansas
1550,28151,MS,Washington,Mississippi
1552,5091,AR,Miller,Arkansas
1553,12021,FL,Collier,Florida
1559,45007,SC,Anderson,South Carolina
1571,13151,GA,Henry,Georgia
1574,17183,IL,Vermilion,Illinois
1578,22095,LA,St. John the Baptist,Louisiana
1579,5115,AR,Pope,Arkansas
1580,48231,TX,Hunt,Texas
1590,36013,NY,Chautauqua,New York
1594,1031,AL,Coffee,Alabama
1595,21073,KY,Franklin,Kentucky
1600,46013,SD,Brown,South Dakota
1601,22045,LA,Iberia,Louisiana
1605,25015,MA,Hampshire,Massachusetts
1609,48323,TX,Maverick,Texas
1610,21101,KY,Henderson,Kentucky
1618,20055,KS,Finney,Kansas
1620,1003,AL,Baldwin,Alabama
1627,38105,ND,Williams,North Dakota
1629,27019,MN,Carver,Minnesota
1630,42081,PA,Lycoming,Pennsylvania
1632,20057,KS,Ford,Kansas
1640,28089,MS,Madison,Mississippi
1643,18053,IN,Grant,Indiana
1645,19127,IA,Marshall,Iowa
1648,12091,FL,Okaloosa,Florida
1651,39133,OH,Portage,Ohio
1658,19033,IA,Cerro Gordo,Iowa
1660,28121,MS,Rankin,Mississippi
1662,15009,HI,Maui,Hawaii
1663,31053,NE,Dodge,Nebraska
1672,37057,NC,Davidson,North Carolina
1673,37151,NC,Randolph,North Carolina
1679,39169,OH,Wayne,Ohio
1682,54069,WV,Ohio,West Virginia
1684,21145,KY,McCracken,Kentucky
1686,37101,NC,Johnston,North Carolina
1692,36011,NY,Cayuga,New York
1697,13045,GA,Carroll,Georgia
1701,55031,WI,Douglas,Wisconsin
1703,5085,AR,Lonoke,Arkansas
1705,6023,CA,Humboldt,California
1708,39109,OH,Miami,Ohio
1709,36015,NY,Chemung,New York
1711,27147,MN,Steele,Minnesota
1721,1083,AL,Limestone,Alabama
1724,27099,MN,Mower,Minnesota
1729,27169,MN,Winona,Minnesota
1731,12087,FL,Monroe,Florida
1737,51161,VA,Roanoke,Virginia
1742,12085,FL,Martin,Florida
1743,48227,TX,Howard,Texas
1745,27141,MN,Sherburne,Minnesota
1748,31119,NE,Madison,Nebraska
1756,39159,OH,Union,Ohio
1760,28071,MS,Lafayette,Mississippi
1766,16057,ID,Latah,Idaho
1767,51790,VA,Staunton,Virginia
1769,55097,WI,Portage,Wisconsin
1774,30029,MT,Flathead,Montana
1780,17007,IL,Boone,Illinois
1784,51775,VA,Salem,Virginia
1785,19179,IA,Wapello,Iowa
1793,48257,TX,Kaufman,Texas
1795,48273,TX,Kleberg,Texas
1807,53025,WA,Grant,Washington
1812,38089,ND,Stark,North Dakota
1813,48349,TX,Navarro,Texas
1814,55089,WI,Ozaukee,Wisconsin
1815,31001,NE,Adams,Nebraska
1816,44005,RI,Newport,Rhode Island
1820,19049,IA,Dallas,Iowa
1823,39043,OH,Erie,Ohio
1829,36045,NY,Jefferson,New York
1832,19187,IA,Webster,Iowa
1839,40019,OK,Carter,Oklahoma
1841,39119,OH,Muskingum,Ohio
1857,48277,TX,Lamar,Texas
1859,19045,IA,Clinton,Iowa
1864,37019,NC,Brunswick,North Carolina
1867,53029,WA,Island,Washington
1869,40071,OK,Kay,Oklahoma
1874,27131,MN,Rice,Minnesota
1880,5035,AR,Crittenden,Arkansas
1881,48265,TX,Kerr,Texas
1887,28105,MS,Oktibbeha,Mississippi
1892,34035,NJ,Somerset,New Jersey
1893,51600,VA,Fairfax,Virginia
1894,29037,MO,Cass,Missouri
1897,40017,OK,Canadian,Oklahoma
1899,20111,KS,Lyon,Kansas
1905,38059,ND,Morton,North Dakota
1908,31141,NE,Platte,Nebraska
1910,36111,NY,Ulster,New York
1912,19057,IA,Des Moines,Iowa
1914,28087,MS,Lowndes,Mississippi
1915,17177,IL,Stephenson,Illinois
1925,26045,MI,Eaton,Michigan
1927,47003,TN,Bedford,Tennessee
1928,19139,IA,Muscatine,Iowa
1929,18059,IN,Hancock,Indiana
1931,45063,SC,Lexington,South Carolina
1932,41019,OR,Douglas,Oregon
1938,46011,SD,Brookings,South Dakota
1939,29043,MO,Christian,Missouri
1941,48203,TX,Harrison,Texas
1945,13255,GA,Spalding,Georgia
1948,72145,PR,Vega Baja,Puerto Rico
1949,5033,AR,Crawford,Arkansas
1953,56037,WY,Sweetwater,Wyoming
1955,31111,NE,Lincoln,Nebraska
1957,6115,CA,Yuba,California
1969,45077,SC,Pickens,South Carolina
1975,13015,GA,Bartow,Georgia
1978,51041,VA,Chesterfield,Virginia
1979,72033,PR,Cataño,Puerto Rico
1981,51670,VA,Hopewell,Virginia
1982,32019,NV,Lyon,Nevada
1983,34015,NJ,Gloucester,New Jersey
1987,55055,WI,Jefferson,Wisconsin
1990,5145,AR,White,Arkansas
1998,33005,NH,Cheshire,New Hampshire
2009,40137,OK,Stephens,Oklahoma
2011,20061,KS,Geary,Kansas
2012,46029,SD,Codington,South Dakota
2019,39009,OH,Athens,Ohio
2029,45047,SC,Greenwood,South Carolina
2035,23031,ME,York,Maine
2037,1095,AL,Marshall,Alabama
2041,51820,VA,Waynesboro,Virginia
2044,22061,LA,Lincoln,Louisiana
2052,22087,LA,St. Bernard,Louisiana
2068,17077,IL,Jackson,Illinois
2069,40037,OK,Creek,Oklahoma
2071,39141,OH,Ross,Ohio
2075,42055,PA,Franklin,Pennsylvania
2077,28059,MS,Jackson,Mississippi
2081,42073,PA,Lawrence,Pennsylvania
2084,26073,MI,Isabella,Michigan
2087,34027,NJ,Morris,New Jersey
2088,41035,OR,Klamath,Oregon
2092,29159,MO,Pettis,Missouri
2097,37045,NC,Cleveland,North Carolina
2101,35031,NM,McKinley,New Mexico
2109,21019,KY,Boyd,Kentucky
2119,4023,AZ,Santa Cruz,Arizona
2124,18071,IN,Jackson,Indiana
2129,28149,MS,Warren,Mississippi
2147,20051,KS,Ellis,Kansas
2148,47031,TN,Coffee,Tennessee
2156,48143,TX,Erath,Texas
2157,27067,MN,Kandiyohi,Minnesota
2171,42041,PA,Cumberland,Pennsylvania
2172,29099,MO,Jefferson,Missouri
2174,42129,PA,Westmoreland,Pennsylvania
2186,26103,MI,Marquette,Michigan
2193,20037,KS,Crawford,Kansas
2195,26091,MI,Lenawee,Michigan
2205,32007,NV,Elko,Nevada
2208,27171,MN,Wright,Minnesota
2213,26115,MI,Monroe,Michigan
2214,8085,CO,Montrose,Colorado
2220,39149,OH,Shelby,Ohio
2239,48409,TX,San Patricio,Texas
2242,48189,TX,Hale,Texas
2243,51047,VA,Culpeper,Virginia
2254,29161,MO,Phelps,Missouri
2257,53009,WA,Clallam,Washington
2262,36019,NY,Clinton,New York
2278,40131,OK,Rogers,Oklahoma
2280,37107,NC,Lenoir,North Carolina
2282,18145,IN,Shelby,Indiana
2284,13063,GA,Clayton,Georgia
2287,49003,UT,Box Elder,Utah
2299,21107,KY,Hopkins,Kentucky
2308,37189,NC,Watauga,North Carolina
2311,29101,MO,Johnson,Missouri
2318,39005,OH,Ashland,Ohio
2320,41059,OR,Umatilla,Oregon
2327,48361,TX,Orange,Texas
2336,8067,CO,La Plata,Colorado
2341,37155,NC,Robeson,North Carolina
2342,20175,KS,Seward,Kansas
2345,21049,KY,Clark,Kentucky
2349,24001,MD,Allegany,Maryland
2351,34029,NJ,Ocean,New Jersey
2354,42029,PA,Chester,Pennsylvania
2358,53037,WA,Kittitas,Washington
2360,54029,WV,Hancock,West Virginia
2364,23011,ME,Kennebec,Maine
2380,48049,TX,Brown,Texas
2381,56033,WY,Sheridan,Wyoming
2384,55141,WI,Wood,Wisconsin
2386,47147,TN,Robertson,Tennessee
2388,40013,OK,Bryan,Oklahoma
2392,13275,GA,Thomas,Georgia
2393,48001,TX,Anderson,Texas
2399,40065,OK,Jackson,Oklahoma
2400,17099,IL,LaSalle,Illinois
2402,54003,WV,Berkeley,West Virginia
